,title,time
167,오늘 상무님께 보고는 로봇 과장이 합니다…로봇 `알 파트장` 채용한 LG생활건강,2020-02-26 15:23:02
168,"LG생활건강, 연꽃 성분 담은 `후 에센스` 출시",2020-03-02 11:08:04
169,"LG생활건강, 中서 VIP 마케팅 `성과`…뉴에이본 인수로 美시장도 공략",2020-03-24 04:05:15
170,"LG생활건강, 코로나19 피해 80억원 규모 지원",2020-03-30 09:17:06
171,위생용품 덕에…LG생활건강 `깜짝실적`,2020-04-23 17:34:07
172,"[핫아이템] LG생활건강 `숨37°워터풀 라인`, 빈틈없이 탄탄한 수분…뜨거운 햇빛에도 `촉촉`",2020-05-21 04:05:23
173,"LG생활건강, 숨 `선-어웨이 벨벳 선스틱` 출시",2020-05-22 14:44:01
174,"LG생활건강, 피지오겔 아시아·북미 사업권 인수 거래 종결",2020-06-01 15:40:01
175,"LG생활건강 `오휘 더 퍼스트 제너츄어`…장에 좋은 유산균, 피부에도 좋대요",2020-06-15 04:03:17
176,中서 반가운 K뷰티 `승전보`…LG생활건강 `618 쇼핑축제` 매출 188% 증가,2020-06-19 16:06:01
177,위기 속 빛난 LG생활건강…상반기 최대 영업익,2020-07-23 15:13:07
178,"LG생활건강, 예화담 `물어린 매화 생기 에센스` 출시",2020-07-30 09:41:03
179,"[헬스] LG생활건강 선물세트, 어머님께 안티에이징 화장품 `센스`",2020-09-24 04:03:12
180,"[Hot-Line] ""LG생활건강, 생활용품 강점 부각…목표가↑""",2020-09-25 08:19:05
181,[부음] 박명석씨(전 LG생활건강 홍보실장) 별세,2020-10-19 17:20:47
182,[다이제스트] LG생활건강 `메소드 핸드워시`,2020-11-05 04:05:13
183,LG생활건강 `다우존스 지속가능경영 월드 지수` 3년 연속 편입,2020-11-15 14:44:13
184,LG생활건강 `후` 주역 이형석 부사장 승진…또 30대 여성임원,2020-11-26 13:19:07
185,"LG생활건강, 아시아 사로잡은 K뷰티…단일브랜드 첫 2조매출",2020-12-08 04:02:14
186,가맹점 '부축' 나선 LG생활건강,2021-02-01 16:57:55
187,"[뷰티] LG생활건강, 1000만 탈모인 집중! 1000만개 팔린 두피관리 제품",2021-02-25 04:02:46
188,"LG생활건강, 럭셔리화장품 中 사로잡아…'피지오겔' 등 앞세워 영토확장",2021-03-24 04:06:01
189,LG생활건강 사상최대 분기매출…中소비 살아나 '대박',2021-04-22 17:51:05
190,"[히트상품] LG생활건강 '숨마 엘릭서 에센스', 30년 발효과학 정수 담아 中서 '완판 행진'",2021-04-29 04:02:05
191,"시가총액 0.2조→24조, LG생활건강의 급성장 비결은",2021-05-06 17:22:01
192,LG생활건강 친환경 세럼…허브 15종·비타민 다량 함유,2021-05-17 14:49:01
193,"LG생활건강, 끈적거리는 여름, 마스크에도 안무너져…쓱 바르면 자외선·습기·열기 '3중 보호'",2021-05-20 04:06:14
