,title,time
171,"기아차, 아파트 입주민 전용 카쉐어링 서비스 첫 도입",2016-11-17 08:56:50
172,"나지완, 기아와 4년 40억 FA 계약 체결 ""내년에도 기아 선수로 뛸 수 있어 행복""",2016-11-17 17:23:04
173,"기아차, 더 특별해진 '올 뉴 K7' 한정판 5천대 출시",2016-11-21 11:40:31
174,"[기자수첩]현대·기아차, 시장 복잡할수록 R&D 집중해야",2016-11-21 18:03:04
175,"박신혜, 기아대책 필란트로피 클럽 위촉 '얼굴만큼 예쁜 마음'",2016-11-23 10:19:02
176,기아차 교통약자 여행 지원차량 운행 1만일 돌파,2016-11-24 09:18:47
177,현대기아차 절치부심…내년 국내 최소 7종 신차 출격,2016-11-25 06:43:01
178,기아차 '쏘울EV' 지난달 독일서 전기차 판매 1위,2016-11-28 06:43:06
179,'기아차 쏘울 VR 체험',2016-12-01 13:14:15
180,현대기아차 미국서 '씽씽'…11월 판매 전년비 9%↑(종합),2016-12-02 10:35:59
181,"현대·기아차, 최순실 청문회 앞두고 경영전략회의 연기",2016-12-05 10:41:49
182,배우 공유 기아차 'K7 하이브리드' 오너 됐다,2016-12-08 08:45:22
183,"'핵타선 구축' 기아, 점점 불안해지는 이유는?",2016-12-09 15:24:03
184,"현대·기아, 화성시 도로서 자율주행차 상용화 시험한다",2016-12-12 11:42:32
185,현대·기아차 수출 부진에 자동차 전문선사도 '울상',2016-12-13 07:01:01
186,"현대카드, 현대·기아차 구매 고객에 최대 2%까지 캐시백",2016-12-14 15:22:04
187,기아챌린지콘서트 공연,2016-12-14 16:25:22
188,기아차 니로 '연비 신기록'…국제 기네스북 등재(종합),2016-12-16 08:11:43
189,트럼프 우려에도 기아차 멕시코 판매 '씽씽',2016-12-19 07:01:02
190,"현대기아차 ""판매 최우선 체제 구축 등으로 위기극복""",2016-12-20 14:02:15
191,"기아차, 3회 연속 소비자중심경영 인증",2016-12-22 15:11:02
192,기아차 광주공장 올해 생산량 49만9천여대…작년보다 6%↓(종합),2016-12-26 13:06:41
193,"""3D홀로그램으로 차량쇼핑""…기아차 신개념 전시장 도입",2016-12-28 11:41:14
194,"현대기아차, 내년 중국 195만대 판매계획…자존심 회복할까",2016-12-29 07:01:01
195,기아차 모닝 공개…올해 국내 9만대 판매목표(종합),2017-01-04 13:18:33
196,현대·기아차 지난해 미국시장서 '질주'…140만대 돌파,2017-01-05 05:57:39
197,기아차 설 연휴 시승이벤트…K7·모닝 150대 무상대여,2017-01-06 08:56:05
198,기아차 프리미엄 퍼포먼스 세단 '스팅어' 첫 공개,2017-01-09 14:09:03
199,"기아타이거즈, 2017시즌 새 BI 및 유니폼 발표...""10회 우승 정통성 계승""",2017-01-10 10:55:02
200,"프랑스서 활짝 웃은 현대·기아차, 판매량 '역대 최고 수준'",2017-01-11 04:30:02
201,"기아 스팅어, 디트로이트모터쇼 '최고 디자인상'",2017-01-12 11:25:42
202,"기아차, 호주오픈 테니스대회에 운영차량 110대 지원",2017-01-15 10:32:32
203,"기아 '올 뉴 모닝' 출시…""경차 1위 되찾겠다""(종합)",2017-01-17 13:31:13
204,현대 투싼·기아 스포티지 등 50개 차종 15만대 리콜,2017-01-18 06:00:14
205,기아차 '올 뉴 K7' 출시…안전·연비 강화,2017-01-19 11:52:03
206,기아 경차 '올 뉴 모닝' 1호차 주인공은 20대 워킹맘,2017-01-20 09:07:03
207,1년에 403대 판 '기아차 판매왕'…정송주 영업부장,2017-01-22 09:30:22
208,"""미뤄온 차량 정비, 출장길에 해결""…'기아 무버' 출시",2017-01-25 11:32:29
209,"'신차·RV 쌍끌이' 기아차, 영업이익·매출 '반짝'(종합)",2017-01-26 10:18:43
210,기아 연봉 계약 완료…임창용 5억원,2017-01-30 16:15:02
211,"기아차, 파격적 혜택의 'K3·K5 전무후무 구매 프로그램' 실시",2017-02-02 14:33:03
212,기아자동차 광주공장장에 정찬민 전무,2017-02-06 14:35:20
213,"기아 올 뉴 모닝, 시승 후 구매 시 20만원 할인",2017-02-08 14:13:03
214,기아차 회사채에 8900억 '뭉칫돈',2017-02-08 20:20:03
215,"현대차, 1월 러시아서 부진…기아차 '리오'는 판매 1위",2017-02-10 09:44:13
216,'K7 밀고 니로 당기고'…친환경 기아차 1월 판매 3배↑,2017-02-13 06:10:02
217,"KIA, 2017시즌 점퍼 공개…뉴기아 레드 컬러 적용",2017-02-14 14:19:19
218,기아차 '올 뉴 모닝' 시승 이벤트,2017-02-15 11:18:52
219,"기아차 '슈퍼볼 광고' 효과…""니로 판매 호조 기대""",2017-02-16 12:04:58
220,이스라엘은 현대·기아차 '판매 성지'…상위권 독식,2017-02-19 06:10:00
221,"기아차, 프리미엄버스 1호차 전달식 개최",2017-02-21 11:22:03
222,극한 환경도 OK…기아 스팅어 '지옥의 테스트'서 꿋꿋,2017-02-22 09:37:07
223,"현대 수소전기차·기아 PHEV 2종, 제네바서 세계최초 공개",2017-02-24 11:53:13
224,"기아차, 2017년 인턴사원 모집",2017-03-03 08:40:58
225,"현대·기아차, 국내 최초 수소전기차 카셰어링 사업 실시",2017-03-06 09:15:20
226,"""유럽 취향저격"" 현대기아차, 제네바서 현지전략형 신차 공개(종합)",2017-03-07 18:34:02
227,"기아차, 쏘렌토 가솔린 2.0 터보 출시",2017-03-09 09:38:04
228,'기아 글로벌 워크캠프' 참가자 모집…대학생 30명 선발,2017-03-13 11:15:43
229,"KIA, 광주-기아 챔피언스 필드 시설 개선",2017-03-14 14:01:02
230,"기아, 중국 전용 중형 SUV 'KX7' 출시",2017-03-16 11:41:37
231,"기아차, 우도 첫 렌터카 업체에 쏘울EV 100대 판매",2017-03-20 08:54:13
232,"현대기아·현대제철 車강판 가격협상 막바지…현대기아 ""인상폭 최소화""",2017-03-20 16:30:24
233,"기아차, 7년 연속 KLPGA 공식 후원",2017-03-22 11:42:46
234,"기아차, 서비스 협력사 오토큐와 ""변화실천"" 결의",2017-03-23 11:19:34
235,"기아차 노사, 전북 지역서 의료 미용봉사",2017-03-24 10:56:02
236,"[LPGA] 이미림, 기아 클래식서 '20언더파' 압도적 우승…통산 3승(종합)",2017-03-27 10:04:59
237,"기아 '스팅어', KBO리그 MVP 선물로",2017-03-28 11:33:05
238,광주-기아 챔피언스 필드 매점 확 바뀌었다,2017-03-29 10:24:59
239,"[2017 서울모터쇼] 기아, 고급 라인업 첫 모델 '스팅어' 공개",2017-03-30 13:46:03
240,"기아차, '2018 카니발' 출시 본격 판매",2017-04-03 09:40:03
241,사드보복 현실화…현대·기아차 中 판매량 절반으로 뚝↓(종합),2017-04-04 09:39:02
242,대기업 직원 근속연수 평균 10년…기아차 20.3년 최장,2017-04-05 06:00:15
243,"기아차, K5 고성능 새모델 'GT' 출시",2017-04-10 09:38:55
244,"[Hot-Line] ""기아차, 중국판매 회복 절실""…목표가↓",2017-04-12 07:57:02
245,"기아차, 신형 프라이드 美시장 첫 선",2017-04-13 10:04:08
246,"기아차, `창안`에도 밀렸다",2017-04-16 18:07:11
247,"기아차, 올뉴모닝 터보·LPI 모델 출시",2017-04-18 09:40:37
248,"기아차 모닝, 터보·LPG모델 출시",2017-04-18 18:13:03
249,"현대·기아차, 전략모델로 ‘대륙’ 출격",2017-04-19 20:43:08
250,"YMCA ""현대·기아차, 세타2엔진 결함 은폐""…검찰 고발",2017-04-24 15:23:56
